site,year,month,day,tx,tn,p,rad,vp,rhx,rhn
indiana,1978,6,24,28.053,16.256,0.0,24.19,1.632,88.30058217111609,43.042392557585174
indiana,1978,6,25,28.144,20.933,0.0,16.42,2.162,87.29045104999881,56.71951600371643
indiana,1978,6,26,31.992,22.989,7.79329240322113,20.42,2.63,93.67534777555339,55.33782426102078
indiana,1978,6,27,31.963,22.38,8.51500892332524,21.6,2.665,98.49242434435003,56.16624215856174
indiana,1978,6,28,29.672,18.313,0.0,28.01,2.229,100.0,53.531689158693275
indiana,1978,6,29,31.036,21.076,2.34270785801982,26.34,2.186,87.48762508959426,48.5582671383516
indiana,1978,6,30,29.672,18.777,0.0,25.34,2.066,95.33882526322685,49.61707931891445
indiana,1978,7,1,29.903,20.72,10.6143115171839,21.78,2.187,89.46424981920755,51.83060218131064
indiana,1978,7,2,28.939,21.555,20.9965467178677,15.8,2.557,99.37574508881002,64.05986809113162
indiana,1978,7,3,24.557,18.092,0.0,11.23,2.181,100.0,70.693628288954
indiana,1978,7,4,26.276,14.415,0.0,27.86,1.804,100.0,52.799879061560716
indiana,1978,7,5,26.771,15.469,0.0,29.39,1.767,100.0,50.231401567951465
indiana,1978,7,6,29.649,17.089,0.0,29.03,1.944,99.75956168012948,46.748914529170634
indiana,1978,7,7,31.723,19.465,0.0,27.51,2.198,97.17261191569408,46.95725328884895
indiana,1978,7,8,27.936,21.034,0.0,27.09,2.283,91.6056601818603,60.62348247638592
indiana,1978,7,9,28.184,17.676,4.48551497896688,14.08,2.039,100.0,53.36835491247114
indiana,1978,7,10,27.252,17.508,0.0,25.95,2.005,100.0,55.411364690024925
indiana,1978,7,11,22.372,11.166,0.0,29.91,1.133,85.36322486447982,41.89350324547951
indiana,1978,7,12,26.058,13.192,0.0,25.31,1.265,83.40552684138378,37.50390513020581
indiana,1978,7,13,28.82,19.406,19.511747360184,15.48,2.024,89.80899545400293,51.05698183478325
indiana,1978,7,14,27.714,17.97,0.0,25.52,2.219,100.0,59.69162925294344
indiana,1978,7,15,29.114,18.273,0.0,27.09,2.136,100.0,52.974315691035855
indiana,1978,7,16,26.499,15.776,0.0,27.43,1.646,91.83044698706237,47.54644070617932
indiana,1978,7,17,27.802,14.089,0.0,28.31,1.591,98.95133075419606,42.57914885950018
indiana,1978,7,18,30.28,19.912,0.0,25.79,1.679,72.19723270387931,38.940673611501175
indiana,1978,7,19,31.235,21.204,0.0,23.74,1.838,72.98457927852685,40.36855989312047
indiana,1978,7,20,32.197,21.993,0.0,24.15,2.264,85.6666088612639,47.08854463750935
indiana,1978,7,21,31.845,23.675,2.48606503009796,23.74,2.516,85.98174244055495,53.38100650896858
indiana,1978,7,22,31.531,24.168,0.0,23.67,2.369,78.59623904017496,51.16407335644955
indiana,1978,7,23,29.575,21.722,23.2970187954038,8.71,2.29,88.09518117266272,55.304372354459055
indiana,1978,7,24,23.467,16.513,10.056051611798,10.14,2.156,100.0,74.60779459312418
indiana,1978,7,25,27.417,19.125,0.0,25.64,2.251,100.0,61.61217955602284
indiana,1978,7,26,31.012,21.495,0.0,25.74,2.223,86.7128027637406,49.44766342634858
indiana,1978,7,27,27.995,19.672,0.0,23.1,2.197,95.88761839125473,58.13968788108302
indiana,1978,7,28,25.448,15.634,0.0,26.63,1.622,91.31791068856799,49.85705797713289
indiana,1978,7,29,29.766,19.53,2.68408656114616,16.79,1.931,85.0245129319463,46.12503057216582
indiana,1978,7,30,23.161,16.357,1.77108645438651,11.24,2.076,100.0,73.1781507970497
indiana,1978,7,31,25.013,16.506,0.0,21.88,1.768,94.14809264065562,55.76879774720642
indiana,1978,8,1,26.596,17.739,0.0,20.88,1.774,87.37367340611671,50.95207344115498
indiana,1978,8,2,26.605,20.818,30.8817148207936,10.54,2.159,87.78785230246399,61.97704763022331
indiana,1978,8,3,25.78,19.265,6.03893399238586,24.1,2.283,100.0,68.8071075328183
indiana,1978,8,4,22.517,13.902,0.0,24.06,1.373,86.43555677719294,50.322492667322976
indiana,1978,8,5,22.66,12.628,0.0,19.26,1.409,96.39386683999433,51.19580549532198
indiana,1978,8,6,25.171,15.387,0.0,23.95,1.695,96.95118484062051,52.96564978389314
indiana,1978,8,7,23.625,16.846,3.42036783683852,17.09,1.829,95.31506761413601,62.69258433525305
indiana,1978,8,8,27.36,15.593,0.0,26.38,1.764,99.57366896772868,48.443743208601
indiana,1978,8,9,27.616,19.759,4.27362322807312,20.48,2.044,88.72975299271657,55.29952911248443
indiana,1978,8,10,26.185,16.743,4.31687170203077,22.76,1.984,100.0,58.38082114471628
indiana,1978,8,11,25.25,18.578,4.92857694615623,14.37,2.063,96.39268079652783,64.16282303471108
indiana,1978,8,12,25.277,18.843,12.4418714148646,11.49,2.26,100.0,70.17713209865295
indiana,1978,8,13,27.866,18.062,0.0,21.46,2.269,100.0,60.49798184670492
indiana,1978,8,14,28.474,18.68,0.0,22.34,2.226,100.0,57.28971062622414
indiana,1978,8,15,30.24,20.31,0.0,22.49,2.449,100.0,56.92932304332547
indiana,1978,8,16,28.622,22.557,11.1987829208324,23.04,2.3,84.09399379256303,58.68839318699037
indiana,1978,8,17,27.026,16.632,0.0,18.06,1.935,100.0,54.18980784626581
indiana,1978,8,18,30.549,21.698,0.0,20.23,2.47,95.15910526935309,56.41175571755421
indiana,1978,8,19,29.289,24.58,0.0,15.72,2.431,78.68874491702003,59.68478391432138
indiana,1978,8,20,24.037,13.814,0.0,25.38,1.472,93.19929526739861,49.221704559531716
indiana,1978,8,21,24.463,11.972,0.0,25.37,1.458,100.0,47.5250866021337
indiana,1978,8,22,27.274,13.935,0.0,23.75,1.655,100.0,45.67967930578594
indiana,1978,8,23,29.05,17.023,0.0,24.59,1.872,96.4672227143367,46.598851022655495
indiana,1978,8,24,31.46,20.171,0.0,21.96,2.214,93.68859904681763,48.00944268450985
indiana,1978,8,25,29.242,20.969,6.10074400901794,13.59,2.526,100.0,62.18551731027532
indiana,1978,8,26,28.153,19.318,0.0,16.52,2.436,100.0,63.874392234510886
indiana,1978,8,27,28.908,21.171,13.675821015056,14.75,2.562,100.0,64.30028679474783
indiana,1978,8,28,28.086,22.349,13.6832067246644,18.13,2.513,93.05000476310134,66.1507388566414
indiana,1978,8,29,24.674,18.757,0.0,18.75,2.105,97.26004160411519,67.75496936693673
indiana,1978,8,30,22.148,16.712,0.0,8.6,1.78,93.55397352266576,66.71974681117933
indiana,1978,8,31,25.116,12.041,0.0,23.26,1.555,100.0,48.750180599673484
indiana,1978,9,1,26.101,12.909,0.0,22.85,1.575,100.0,46.57611510665875
indiana,1978,9,2,26.291,14.882,0.0,22.87,1.629,96.25191143414546,47.63577281160666
indiana,1978,9,3,27.989,17.916,0.0,19.4,1.88,91.56826062546257,49.76823286006744
indiana,1978,9,4,25.654,13.79,0.0,21.97,1.667,100.0,50.61796993813633
indiana,1978,9,5,27.802,12.948,0.0,22.53,1.565,100.0,41.883323673864105
indiana,1978,9,6,28.84,15.668,0.0,22.25,1.78,99.99524754541439,44.8499578578842
indiana,1978,9,7,29.908,17.941,0.0,21.82,2.016,98.03803264737492,47.764293735121385
indiana,1978,9,8,30.962,18.285,0.0,21.65,2.117,100.0,47.224082656481734
indiana,1978,9,9,31.399,18.443,0.0,20.69,2.142,100.0,46.60922814087729
indiana,1978,9,10,31.054,19.634,0.0,20.16,2.184,95.5453299086006,48.46416772711857
indiana,1978,9,11,30.304,20.449,0.0,18.03,2.212,92.01072598617534,51.23200429024019
indiana,1978,9,12,27.618,21.489,0.0,11.42,2.29,89.35908092037839,61.94771668320142
indiana,1978,9,13,29.212,20.433,12.414962384355,10.89,2.337,97.30624672429146,57.6323413528625
indiana,1978,9,14,26.095,20.555,9.93500053596108,7.78,2.431,100.0,71.91534762868044
indiana,1978,9,15,27.041,14.442,0.0,20.24,1.634,99.32895034065992,45.7200406417707
indiana,1978,9,16,26.615,19.001,1.96415483941337,8.34,1.951,88.78147878105487,55.9731784278027
indiana,1978,9,17,30.363,21.186,5.04516959188095,12.67,2.423,96.32044162777177,55.929842885580705
indiana,1978,9,18,29.804,23.534,1.06755495050948,14.83,2.481,85.5084445786165,59.13342676133779
indiana,1978,9,19,30.891,22.655,0.0,16.05,2.521,91.6279392058241,56.46403914232213
indiana,1978,9,20,30.98,21.975,0.0,18.03,2.489,94.28369306418922,55.46543534171071
indiana,1978,9,21,27.779,16.169,9.52188670635223,3.73,2.222,100.0,59.54610719008331
indiana,1978,9,22,18.896,13.141,0.0,13.77,1.243,82.22849765708872,56.93538661735869
indiana,1978,9,23,20.655,8.547,0.0,19.78,1.041,93.4977214278357,42.75526807220539
indiana,1978,9,24,23.136,10.611,0.0,19.45,1.219,95.29737220876109,43.03420031413971
indiana,1978,9,25,19.955,13.192,0.0,19.44,1.191,78.52646835421983,51.07695571893781
indiana,1978,9,26,22.292,7.742,0.0,19.31,0.992,94.11197135033105,36.85875857268583
indiana,1978,9,27,25.607,11.733,0.0,16.67,1.184,85.91784423204145,36.05212265058307
indiana,1978,9,28,18.164,7.807,0.0,19.09,0.998,94.26220259447176,47.85724124968331
indiana,1978,9,29,22.233,8.812,0.0,18.61,0.934,82.39522769801853,34.82848118704834
indiana,1978,9,30,20.92,14.911,4.96245622616698,9.08,1.411,83.21541463538439,57.01446468858939
indiana,1978,10,1,19.467,10.365,0.0,11.69,1.289,100.0,56.97903813424661
indiana,1978,10,2,22.034,11.456,0.0,16.73,1.231,90.98045075140028,46.463081605605765
indiana,1978,10,3,20.707,14.207,5.78318834294578,9.99,1.375,84.86575133762479,56.292560366094605
indiana,1978,10,4,18.496,9.281,0.0,12.79,1.039,88.8006024417066,48.796666642254806
indiana,1978,10,5,17.618,12.584,2.77770225125096,11.8,0.988,67.78744810990491,49.033895750275484
indiana,1978,10,6,14.164,10.567,0.0,7.27,0.867,67.97836848387114,53.66102299056661
indiana,1978,10,7,12.891,7.903,0.0,11.3,0.778,73.00350683457417,52.31570889672238
indiana,1978,10,8,12.93,3.129,0.0,17.18,0.657,85.91245023992855,44.06656025079374
indiana,1978,10,9,19.854,5.194,0.0,16.0,0.752,85.04914875336475,32.452517319742356
indiana,1978,10,10,20.598,10.831,0.0,13.93,0.907,69.87457617421477,37.382741475627704
indiana,1978,10,11,18.645,12.167,2.33333155085802,10.19,1.235,87.08936147471833,57.46335219672366
indiana,1978,10,12,19.931,11.787,9.00443792342642,9.49,1.515,100.0,65.0685875118946
indiana,1978,10,13,16.122,7.828,3.8723498573745,14.08,1.065,100.0,58.11719146363939
indiana,1978,10,14,12.054,6.87,6.68926537036896,11.17,0.808,81.3736593622298,57.40406416308097
indiana,1978,10,15,11.505,1.809,1.52339339246055,8.7,0.636,91.37221915689567,46.85307075982519
indiana,1978,10,16,10.206,5.821,0.0,6.2,0.794,85.96942749431943,63.774239407002106
indiana,1978,10,17,12.908,-0.025,0.0,15.66,0.661,100.0,44.39873941066298
indiana,1978,10,18,16.597,6.02,1.48255228992866,9.82,0.814,86.92820061478474,43.096331265306276
indiana,1978,10,19,15.082,5.674,0.0,14.06,0.93,100.0,54.24733320159943
indiana,1978,10,20,19.974,4.7,0.0,14.73,0.834,97.6339151250404,35.724680687448604
indiana,1978,10,21,22.654,10.392,0.0,14.6,1.029,81.62819843848075,37.4021687997929
indiana,1978,10,22,23.659,14.683,0.0,10.78,1.122,67.15136061642012,38.38014432376619
indiana,1978,10,23,19.477,9.12,6.03221654881736,6.57,1.095,94.60854968986216,48.37337266318412
indiana,1978,10,24,12.393,1.874,0.0,14.61,0.63,90.08960661503359,43.77047040208556
indiana,1978,10,25,14.526,6.551,3.75997424117713,3.71,0.882,90.79808214610964,53.32539582639854
indiana,1978,10,26,15.175,8.538,3.39613854885101,7.22,1.216,100.0,70.50685933713368
indiana,1978,10,27,15.989,4.664,0.0,13.66,0.676,79.3369655287717,37.20398752458033
indiana,1978,10,28,13.561,4.933,0.0,11.55,0.782,90.06729863639204,50.33379488515367
indiana,1978,10,29,14.109,2.685,0.0,13.33,0.695,93.79319045476251,43.169105039672644
indiana,1978,10,30,19.337,4.549,0.0,13.53,0.755,89.3250973036794,33.64498800206449
indiana,1978,10,31,19.173,6.27,0.0,12.72,1.096,100.0,49.34221138493825
indiana,1978,11,1,15.434,3.742,0.0,12.96,0.982,100.0,55.99961533402354
indiana,1978,11,2,19.625,3.618,0.0,12.63,0.902,100.0,39.48262533531555
indiana,1978,11,3,21.579,6.997,0.0,12.46,1.063,100.0,41.25204708195102
indiana,1978,11,4,22.628,9.713,0.0,11.75,1.113,92.40001889270296,40.51925295275764
indiana,1978,11,5,22.985,12.271,0.0,11.64,1.14,79.84173426845312,40.61434926429737
indiana,1978,11,6,18.805,5.687,7.42698013772269,1.73,1.077,100.0,49.612978966173245
indiana,1978,11,7,10.104,3.149,3.36905717847458,11.14,0.73,95.3230346661382,59.03537886746682
indiana,1978,11,8,12.194,-0.735,0.0,12.05,0.563,97.25511587802596,39.63094780510527
indiana,1978,11,9,15.56,4.898,0.0,11.63,0.622,71.81456906254155,35.18477654575998
indiana,1978,11,10,16.753,4.626,0.0,11.45,0.855,100.0,44.82058971877455
indiana,1978,11,11,17.221,7.514,0.0,8.69,1.062,100.0,54.04484738290012
indiana,1978,11,12,13.119,8.198,0.0,4.51,1.105,100.0,73.20451195684076
indiana,1978,11,13,19.522,6.811,2.40027904510498,6.34,1.19,100.0,52.42334242832829
indiana,1978,11,14,17.875,4.03,19.5873409509204,9.62,0.976,100.0,47.66037268253237
indiana,1978,11,15,4.74,0.578,3.26510581578532,2.0,0.599,94.03802970412129,69.92718431016678
indiana,1978,11,16,8.265,2.357,0.0,4.79,0.699,96.5636929652325,63.994276077436886
indiana,1978,11,17,15.721,6.728,25.3582775576433,2.6,1.097,100.0,61.41751217419722
indiana,1978,11,18,8.047,1.857,0.0,7.02,0.643,92.06065873963871,59.74683374808147
indiana,1978,11,19,7.846,1.339,0.0,8.3,0.697,100.0,65.65754151452867
indiana,1978,11,20,5.569,0.661,0.0,8.26,0.62,96.75171618100423,68.31422431931848
indiana,1978,11,21,4.024,1.028,1.04684829705093,3.18,0.593,90.11646444385467,72.79325662453613
indiana,1978,11,22,5.731,1.101,0.0,2.75,0.667,100.0,72.67087447792788
indiana,1978,11,23,11.114,3.974,11.9931589383668,2.66,0.985,100.0,74.46918373913611
indiana,1978,11,24,8.111,-1.241,0.0,4.61,0.598,100.0,55.32396362199462
indiana,1978,11,25,6.264,-3.89,0.0,8.63,0.52,100.0,54.60241277552688
indiana,1978,11,26,4.752,0.864,5.24883708851576,2.12,0.673,100.0,78.50001339256613
indiana,1978,11,27,3.533,1.593,6.97726613782379,1.91,0.783,100.0,99.50260758556888
indiana,1978,11,28,1.577,-3.663,0.0,7.48,0.462,99.15928087350395,67.48826507181191
indiana,1978,11,29,7.217,-4.066,0.0,6.77,0.432,95.5735832954276,42.48267934110567
indiana,1978,11,30,4.26,-6.363,0.0,9.51,0.485,100.0,58.55618156732286
indiana,1978,12,1,9.676,-2.926,0.0,7.69,0.472,95.8691080665669,39.28242969218892
indiana,1978,12,2,5.28,0.221,2.46143639077445,2.83,0.608,97.95485663449325,68.35238180673383
indiana,1978,12,3,13.33,0.815,9.78581905360443,0.94,1.032,100.0,67.43288678636723
indiana,1978,12,4,4.504,-6.84,0.0,8.66,0.412,100.0,48.898249959427815
indiana,1978,12,5,5.902,-1.861,0.0,4.6,0.394,73.94046291803558,42.42106342956254
indiana,1978,12,6,1.946,-3.791,0.0,7.71,0.514,100.0,73.1236354231729
indiana,1978,12,7,7.579,-1.444,17.409317192687,2.02,0.695,100.0,66.67341610682853
indiana,1978,12,8,3.034,-5.69,6.31347894659484,1.85,0.662,100.0,87.15150090218249
indiana,1978,12,9,-5.873,-10.345,0.0,8.9,0.275,98.9256018170829,69.78633716053471
indiana,1978,12,10,-5.728,-15.39,0.0,9.39,0.173,93.82288933674275,43.41784894154205
indiana,1978,12,11,3.758,-7.602,0.0,6.66,0.297,86.11591866029578,37.14763846589906
indiana,1978,12,12,6.877,-0.79,0.0,8.47,0.478,82.90515786148904,48.11621054217076
indiana,1978,12,13,3.933,-1.873,0.0,5.33,0.435,81.70723608245825,53.74126068648419
indiana,1978,12,14,3.799,-4.552,0.0,8.77,0.338,77.57202290420224,42.15371841381689
indiana,1978,12,15,7.136,-0.624,0.0,8.97,0.406,69.56672744796792,40.148213961749136
indiana,1978,12,16,8.005,-1.636,0.0,8.5,0.56,100.0,52.18359462253534
indiana,1978,12,17,4.446,-3.28,0.0,9.13,0.423,88.2194373582198,50.408343084374984
indiana,1978,12,18,4.715,-2.283,0.0,2.92,0.429,83.06484835455237,50.1690770058371
indiana,1978,12,19,2.21,-0.803,0.0,2.19,0.512,88.88680052210894,71.47673232933091
indiana,1978,12,20,14.25,1.902,8.59381258487701,1.21,0.979,100.0,60.25634429833721
indiana,1978,12,21,3.05,-4.134,0.0,4.61,0.418,92.95139179208604,54.96676484783638
indiana,1978,12,22,5.455,-2.567,0.0,8.87,0.415,82.06740349729546,46.09024099018031
indiana,1978,12,23,5.645,-5.421,0.0,6.61,0.418,100.0,45.81453059090797
indiana,1978,12,24,2.419,0.277,4.78731989860037,1.94,0.553,88.73220211561114,76.05732735506108
indiana,1978,12,25,0.658,-5.425,0.0,9.01,0.385,94.41469959900121,60.09274080720808
indiana,1978,12,26,-1.911,-4.754,0.0,6.79,0.344,80.1658403627866,64.7962903745673
indiana,1978,12,27,-2.703,-8.693,0.0,9.42,0.259,81.7721691573449,51.73898988504168
indiana,1978,12,28,0.885,-7.969,0.0,6.92,0.246,73.3942542539714,37.77183617040146
indiana,1978,12,29,2.803,-2.016,6.37457072724601,1.98,0.337,63.972881432979335,45.09948647615207
indiana,1978,12,30,5.628,2.771,2.39254916732534,0.81,0.753,100.0,82.62940119125588
indiana,1978,12,31,3.37,1.02,30.2668778355155,0.54,0.855,100.0,100.0
indiana,1979,1,1,1.507,-5.676,8.89258384694358,2.39,0.623,100.0,91.46571357628787
indiana,1979,1,2,-6.696,-19.94,1.06575275327714,9.54,0.15,100.0,40.54860086191096
indiana,1979,1,3,-9.505,-20.013,0.0,9.45,0.091,73.10494797936126,30.626636293530716
indiana,1979,1,4,-10.052,-14.798,0.0,8.76,0.151,77.96507395476483,53.06910538082407
indiana,1979,1,5,-10.058,-15.571,1.4103978871276,5.37,0.161,88.64122426863858,56.61056492506675
indiana,1979,1,6,-7.018,-16.002,0.0,8.81,0.198,100.0,54.87086943509564
indiana,1979,1,7,-8.697,-11.26,1.44643318606086,4.86,0.249,96.36514867953888,78.6396058857645
indiana,1979,1,8,-11.835,-19.398,0.0,9.6,0.152,100.0,61.60910334777307
indiana,1979,1,9,-7.049,-17.049,0.0,9.8,0.142,88.50410885366523,39.44623644803551
indiana,1979,1,10,-10.6,-17.624,0.0,7.72,0.152,99.46498107367384,55.80083608866885
indiana,1979,1,11,-9.572,-21.097,0.0,9.19,0.124,100.0,41.9544785035478
indiana,1979,1,12,-3.093,-11.185,1.68515741825104,6.07,0.253,97.32613650023649,52.03217720109337
indiana,1979,1,13,1.529,-4.143,11.249116063027,1.5,0.505,100.0,74.02443869261408
indiana,1979,1,14,1.2,-19.366,5.92442881475108,10.38,0.323,100.0,48.48041268020351
indiana,1979,1,15,-12.899,-27.676,0.0,8.15,0.082,100.0,36.228010593227296
indiana,1979,1,16,-5.05,-12.104,0.0,8.26,0.254,100.0,60.53674208212417
indiana,1979,1,17,2.433,-7.282,0.0,7.26,0.53,100.0,72.8212644573597
indiana,1979,1,18,-6.654,-16.614,0.0,10.87,0.232,100.0,62.51254263204409
indiana,1979,1,19,1.004,-10.515,5.13481497756629,3.76,0.321,100.0,48.86597741965846
indiana,1979,1,20,1.93,-0.031,1.08427539367995,3.47,0.695,100.0,98.98673672986153
indiana,1979,1,21,-0.567,-2.804,3.5284638403823,5.38,0.556,100.0,94.87235358739929
indiana,1979,1,22,-3.177,-6.473,0.0,7.79,0.356,94.59719753656967,73.67633296153612
indiana,1979,1,23,2.318,-5.043,0.0,9.53,0.403,95.99738620820712,55.827793992935064
indiana,1979,1,24,1.801,-6.949,27.0981848239558,5.05,0.522,100.0,75.03719833198943
indiana,1979,1,25,-7.118,-15.346,0.0,12.36,0.225,100.0,62.837207752380586
indiana,1979,1,26,-8.446,-18.06,0.0,10.08,0.2,100.0,61.93454677364082
indiana,1979,1,27,-4.494,-11.239,4.15049791325828,5.2,0.342,100.0,78.14647686093039
indiana,1979,1,28,-2.316,-4.562,4.14235889917336,8.96,0.438,100.0,85.01540485766206
indiana,1979,1,29,-3.819,-8.682,0.0,8.59,0.348,100.0,75.57192705291855
indiana,1979,1,30,-7.951,-10.553,0.0,10.36,0.286,100.0,85.20869027933995
indiana,1979,1,31,-7.671,-11.005,2.72629261013435,9.03,0.278,100.0,81.04012246625915
indiana,1979,2,1,-9.8,-14.365,0.0,11.01,0.207,100.0,71.31151873428223
indiana,1979,2,2,-8.227,-18.52,0.0,10.25,0.179,100.0,54.49051487771435
indiana,1979,2,3,-3.632,-9.073,2.14994847774364,8.96,0.366,100.0,78.37216448314093
indiana,1979,2,4,-5.387,-17.478,0.0,13.77,0.248,100.0,60.64190859577079
indiana,1979,2,5,-18.366,-26.085,0.0,14.25,0.098,100.0,68.31428856762034
indiana,1979,2,6,-4.887,-22.254,0.0,13.95,0.134,100.0,31.54391037675612
indiana,1979,2,7,-5.696,-11.832,0.0,9.67,0.314,100.0,78.6121957911911
indiana,1979,2,8,-12.027,-19.848,2.9483914374282,8.44,0.155,100.0,63.805926520444245
indiana,1979,2,9,-15.978,-23.457,0.0,14.77,0.115,100.0,65.50416449889175
indiana,1979,2,10,-13.914,-22.871,0.0,13.01,0.115,100.0,55.20347179901222
indiana,1979,2,11,-4.545,-15.681,3.25508415699005,8.37,0.214,100.0,49.087646620006055
indiana,1979,2,12,-3.73,-6.963,6.36853277683258,8.46,0.399,100.0,86.06954065650093
indiana,1979,2,13,-7.654,-13.594,0.0,12.48,0.225,100.0,65.50342987922267
indiana,1979,2,14,0.5,-11.695,0.0,8.79,0.313,100.0,49.416865670982126
indiana,1979,2,15,0.754,-2.162,2.93699800965896,3.85,0.619,100.0,95.94794216470883
indiana,1979,2,16,-2.845,-11.01,0.0,10.62,0.329,100.0,66.42155357357615
indiana,1979,2,17,-11.69,-20.458,0.0,15.71,0.13,100.0,52.080025080751554
indiana,1979,2,18,-8.535,-18.416,7.00778663161827,7.55,0.184,100.0,57.378134553795114
indiana,1979,2,19,-9.625,-20.419,0.0,16.52,0.193,100.0,65.57424671390967
indiana,1979,2,20,1.221,-14.001,0.0,13.12,0.251,100.0,37.61668211424628
indiana,1979,2,21,3.378,0.638,7.72869031487744,9.55,0.663,100.0,85.1815708604323
indiana,1979,2,22,4.015,-2.406,7.69992647553863,8.32,0.609,100.0,74.80468723901281
indiana,1979,2,23,8.631,1.801,3.79394882213546,4.21,1.138,100.0,100.0
indiana,1979,2,24,1.585,-5.584,0.0,10.33,0.599,100.0,87.45076099981338
indiana,1979,2,25,0.41,-3.854,2.32442021359702,3.73,0.483,100.0,76.75589034671107
indiana,1979,2,26,-3.778,-10.196,1.20994746674796,17.94,0.32,100.0,69.27760300258211
indiana,1979,2,27,2.218,-15.657,0.0,17.62,0.272,100.0,37.950319142896035
indiana,1979,2,28,2.655,-6.565,0.0,8.29,0.425,100.0,57.47813290067654
indiana,1979,3,1,4.757,0.673,5.13863071586229,10.76,0.68,100.0,79.28877227795257
indiana,1979,3,2,6.891,-1.575,0.0,11.51,0.622,100.0,62.551252295889505
indiana,1979,3,3,13.272,0.908,11.2736701964309,3.36,0.872,100.0,57.19424002475325
indiana,1979,3,4,13.576,4.885,11.2889207132412,4.53,1.188,100.0,76.39152148449304
indiana,1979,3,5,4.261,-0.521,0.0,6.6,0.489,83.15974439285671,59.034972826896144
indiana,1979,3,6,9.433,-2.013,1.26378235910352,18.37,0.479,90.90862190287194,40.52184832484015
indiana,1979,3,7,7.582,1.732,0.0,8.54,0.565,81.62126210452618,54.191018087984695
indiana,1979,3,8,9.934,-0.455,0.0,13.8,0.652,100.0,53.33148892220363
indiana,1979,3,9,7.703,-0.754,5.21165132511214,4.56,0.657,100.0,62.49636417547359
indiana,1979,3,10,2.642,-6.004,2.76710987090567,13.61,0.44,100.0,59.561861861064465
indiana,1979,3,11,1.709,-12.098,0.0,15.48,0.18,74.52340641520489,26.046171102011225
indiana,1979,3,12,6.641,-6.992,0.0,19.71,0.349,96.52271998351569,35.705958490147225
indiana,1979,3,13,14.894,-0.423,0.0,15.4,0.612,100.0,36.132988299380195
indiana,1979,3,14,13.581,-0.713,2.43815779674605,15.82,0.522,90.0274510846864,33.55504554816921
indiana,1979,3,15,0.621,-8.518,0.0,20.62,0.225,70.0701436510355,35.21331977727869
indiana,1979,3,16,8.373,-6.007,0.0,20.68,0.316,81.01778339977628,28.71870341134776
indiana,1979,3,17,13.641,-1.585,1.35622620581444,15.31,0.492,90.46894511364476,31.503310710375587
indiana,1979,3,18,20.477,6.932,0.0,15.6,1.016,100.0,42.1887823424145
indiana,1979,3,19,17.709,11.521,2.10684537887573,9.2,1.245,91.62000388459245,61.43520512391304
indiana,1979,3,20,16.113,8.827,0.0,7.63,1.346,100.0,73.49359604096199
indiana,1979,3,21,16.206,4.224,0.0,15.41,1.112,100.0,60.357697706748226
indiana,1979,3,22,21.865,5.522,0.0,20.07,0.959,100.0,36.57159460188926
indiana,1979,3,23,18.23,13.111,13.3374944331308,6.52,1.414,93.72426485784672,67.52538194131726
indiana,1979,3,24,12.42,0.712,11.4241093397141,3.85,0.864,100.0,59.92164388927354
indiana,1979,3,25,0.058,-6.514,2.54811346530914,10.17,0.325,86.63262010557135,52.98483582188782
indiana,1979,3,26,4.249,-5.994,0.0,19.21,0.328,84.01070625928483,39.631488862389574
indiana,1979,3,27,4.189,-3.901,0.0,18.45,0.43,93.95672613156431,52.175392477933464
indiana,1979,3,28,14.499,-1.633,10.0355625151565,8.74,0.649,100.0,39.30683268226207
indiana,1979,3,29,18.487,13.362,2.1057486102336,10.63,1.295,84.44136599050896,60.85400915059122
indiana,1979,3,30,18.501,15.371,1.60210132588645,7.88,1.404,80.38898550948052,65.91825666846866
indiana,1979,3,31,16.602,4.516,17.0341253278821,17.93,1.198,100.0,63.406629633735854
indiana,1979,4,1,9.166,-0.407,4.97423112381057,5.86,0.828,100.0,71.31790442154772
indiana,1979,4,2,11.317,6.276,7.72535247716633,6.55,1.101,100.0,82.12541529107428
indiana,1979,4,3,10.661,-1.301,0.0,23.15,0.562,100.0,43.789085941173326
indiana,1979,4,4,8.875,2.373,7.0870429277079,6.17,0.644,88.86418915732717,56.57054205046518
indiana,1979,4,5,14.508,1.391,1.76871716973892,20.99,0.67,99.18981720273672,40.55510415070899
indiana,1979,4,6,11.701,-7.056,0.0,25.02,0.251,69.76313019788218,18.252563316494577
indiana,1979,4,7,6.001,-5.023,0.0,10.14,0.333,79.20247804984314,35.608341171895326
indiana,1979,4,8,15.283,2.312,25.8529126644085,7.84,0.882,100.0,50.786952698088584
indiana,1979,4,9,12.779,-0.07,13.6861678623177,11.92,0.68,100.0,46.06249028592486
indiana,1979,4,10,9.944,-4.319,0.0,21.15,0.477,100.0,38.99090594666644
indiana,1979,4,11,12.77,3.029,11.5217668363243,7.14,0.725,95.4792413782074,49.13971664542119
indiana,1979,4,12,23.833,13.017,12.7502083777244,18.76,1.666,100.0,56.3954682760892
indiana,1979,4,13,20.554,9.091,2.93523073196411,18.63,1.454,100.0,60.09050957782624
indiana,1979,4,14,15.219,5.628,0.0,17.52,0.819,89.87181882554921,47.35363997423708
indiana,1979,4,15,13.735,3.774,0.0,20.55,0.696,86.95488213073213,44.29396187048638
