"","site","year","month","day","tx","tn","p","rad"
"3975","Indiana",1982,11,18,14.216,4.828,0,6.65
"3976","Indiana",1982,11,19,15.308,9.844,0,2.63
"3977","Indiana",1982,11,20,16.614,13.65,14.5281732081344,1.59
"3978","Indiana",1982,11,21,16.155,8.46,11.5620791912079,3.54
"3979","Indiana",1982,11,22,11.489,4.802,0,3.05
"3980","Indiana",1982,11,23,10.552,3.777,10.2240025996707,0.98
"3981","Indiana",1982,11,24,3.201,-6.399,0,10.43
"3982","Indiana",1982,11,25,0.716,-6.365,0,5.98
"3983","Indiana",1982,11,26,2.455,-0.586,10.2886140345504,1.86
"3984","Indiana",1982,11,27,3.666,-1.755,0,7.46
"3985","Indiana",1982,11,28,12.644,0.056,17.0768052331027,1.84
"3986","Indiana",1982,11,29,9.328,3.851,1.58031057071639,4.53
"3987","Indiana",1982,11,30,16.175,3.968,0,7.02
"3988","Indiana",1982,12,1,16.414,10.404,0,3.02
"3989","Indiana",1982,12,2,21.329,14.796,0,6.14
"3990","Indiana",1982,12,3,19.666,17.146,33.5339909715344,0.92
"3991","Indiana",1982,12,4,16.898,10.595,17.3906087875366,1.77
"3992","Indiana",1982,12,5,16.466,10.626,18.7107950447967,4.09
"3993","Indiana",1982,12,6,11.266,3.744,1.02542489770485,8.13
"3994","Indiana",1982,12,7,7.987,-1.194,0,8.09
"3995","Indiana",1982,12,8,7.182,-2.027,0,8.26
"3996","Indiana",1982,12,9,2.043,-6.479,0,7.26
"3997","Indiana",1982,12,10,0.673,-3.8,10.7287392019657,2.09
"3998","Indiana",1982,12,11,0.457,-4.219,0,6.94
"3999","Indiana",1982,12,12,-5.305,-10.441,0,9.16
"4000","Indiana",1982,12,13,-0.676,-15.596,0,9.01
"4001","Indiana",1982,12,14,5.929,-2.516,0,6.38
"4002","Indiana",1982,12,15,7.125,4.96,7.4492603539511,0.89
"4003","Indiana",1982,12,16,4.111,0.403,2.44285464276572,3.58
"4004","Indiana",1982,12,17,2.081,-2.002,0,6.47
"4005","Indiana",1982,12,18,7.072,-0.614,0,6.17
"4006","Indiana",1982,12,19,5.839,1.288,0,5.21
"4007","Indiana",1982,12,20,0.908,-1.002,0,3.92
"4008","Indiana",1982,12,21,1.778,-5.375,0,8.07
"4009","Indiana",1982,12,22,7.273,-2.699,0,2.13
"4010","Indiana",1982,12,23,13.644,7.486,3.7497341627386,1.15
"4011","Indiana",1982,12,24,15.242,10.518,4.92826179197436,2.55
"4012","Indiana",1982,12,25,17.158,13.509,23.239410080123,3.44
"4013","Indiana",1982,12,26,12.67,1.299,0,5.34
"4014","Indiana",1982,12,27,12.236,5.564,6.82274401187399,1.2
"4015","Indiana",1982,12,28,15.824,0.581,7.18517005435615,3.73
"4016","Indiana",1982,12,29,0.137,-5.672,0,6.73
"4017","Indiana",1982,12,30,-1.073,-6.858,0,8.62
"4018","Indiana",1982,12,31,2.108,-5.031,0,7.83
"4019","Indiana",1983,1,1,5.683,-3.342,0,8.91
"4020","Indiana",1983,1,2,1.393,-3.978,0,5.22
"4021","Indiana",1983,1,3,-0.412,-7.114,0,9.36
"4022","Indiana",1983,1,4,4.082,-6.158,0,9.37
"4023","Indiana",1983,1,5,3.11,-1.478,0,4.52
"4024","Indiana",1983,1,6,6.445,-1.514,0,4.49
"4025","Indiana",1983,1,7,6.171,-0.104,0,7.24
"4026","Indiana",1983,1,8,2.704,-3.594,0,7.64
"4027","Indiana",1983,1,9,6.297,-3.845,0,7.44
"4028","Indiana",1983,1,10,8.141,4.328,3.19202394274498,5.86
"4029","Indiana",1983,1,11,3.89,-0.442,1.37481093406677,4.9
"4030","Indiana",1983,1,12,0.112,-6.889,0,6.81
"4031","Indiana",1983,1,13,3.931,-6.06,0,9.79
"4032","Indiana",1983,1,14,5.007,-2.271,0,5.26
"4033","Indiana",1983,1,15,0.174,-4.682,2.31942280055364,8.4
"4034","Indiana",1983,1,16,-1.904,-8.696,0,7.94
"4035","Indiana",1983,1,17,-2.825,-8.143,1.32157923553677,6.4
"4036","Indiana",1983,1,18,-4.662,-12.099,0,9.08
"4037","Indiana",1983,1,19,-5.032,-10.274,0,10.42
"4038","Indiana",1983,1,20,-1.518,-8.584,0,7.17
"4039","Indiana",1983,1,21,-0.106,-4.469,3.90284061421653,3.22
"4040","Indiana",1983,1,22,3.69,-1.082,6.94969629591924,2.49
"4041","Indiana",1983,1,23,2.654,-0.774,3.61783209427813,4.14
"4042","Indiana",1983,1,24,2.501,-0.828,0,4.19
"4043","Indiana",1983,1,25,0.957,-2.869,0,5.73
"4044","Indiana",1983,1,26,-1.023,-3.607,2.22361062873233,5.88
"4045","Indiana",1983,1,27,-1.371,-7.521,0,8.19
"4046","Indiana",1983,1,28,3.704,-5.371,0,10.57
"4047","Indiana",1983,1,29,6.492,-1.622,0,5.75
"4048","Indiana",1983,1,30,3.812,-0.699,4.6006441116333,4.49
"4049","Indiana",1983,1,31,-0.097,-4.366,0,9.68
"4050","Indiana",1983,2,1,3.015,-4.737,2.60189175605774,4.52
"4051","Indiana",1983,2,2,7.9,2.537,18.1180536746979,3.82
"4052","Indiana",1983,2,3,4.158,-5.538,2.89898679598011,7.02
"4053","Indiana",1983,2,4,-4.931,-10.608,0,12.72
"4054","Indiana",1983,2,5,-0.008,-10.758,0,9.31
"4055","Indiana",1983,2,6,-0.628,-3.847,2.84356474867309,3.16
"4056","Indiana",1983,2,7,-1.746,-6.985,0,9.35
"4057","Indiana",1983,2,8,3.872,-9.318,0,13.46
"4058","Indiana",1983,2,9,3.982,-0.89,1.08690857882721,6.04
"4059","Indiana",1983,2,10,3.326,-1.927,0,8.21
"4060","Indiana",1983,2,11,2.143,-4.75,0,12.91
"4061","Indiana",1983,2,12,2.394,-7.286,0,14.17
"4062","Indiana",1983,2,13,5.601,-5.215,0,14.18
"4063","Indiana",1983,2,14,10.06,-4.02,0,14.05
"4064","Indiana",1983,2,15,10.129,-2.25,0,9.82
"4065","Indiana",1983,2,16,7.795,-0.981,0,5.84
"4066","Indiana",1983,2,17,6.65,0.755,0,8.62
"4067","Indiana",1983,2,18,7.633,-0.767,0,10.01
"4068","Indiana",1983,2,19,14.742,1.036,0,13.26
"4069","Indiana",1983,2,20,16.629,2.042,0,13.48
"4070","Indiana",1983,2,21,16.654,3.563,0,12.65
"4071","Indiana",1983,2,22,17.746,4.569,0,13.3
"4072","Indiana",1983,2,23,13.256,2.384,0,13.12
"4073","Indiana",1983,2,24,6.266,0.197,1.18046526580429,11.81
"4074","Indiana",1983,2,25,0.355,-4.134,0,9.6
"4075","Indiana",1983,2,26,4.503,-7,0,16.86
"4076","Indiana",1983,2,27,8.505,-3.699,0,14.28
"4077","Indiana",1983,2,28,11.964,-1.613,0,16.56
"4078","Indiana",1983,3,1,12.969,0.673,0,16.5
"4079","Indiana",1983,3,2,18.13,-0.326,0,16.32
"4080","Indiana",1983,3,3,20.497,4.214,0,15.96
"4081","Indiana",1983,3,4,22.251,11.963,0,12.15
"4082","Indiana",1983,3,5,21.047,14.795,3.1002486075522,8.79
"4083","Indiana",1983,3,6,20.23,14.127,12.5417572789388,12.87
"4084","Indiana",1983,3,7,17.47,10.486,5.83598337175317,13.31
"4085","Indiana",1983,3,8,13.118,5.522,1.27605912268791,7.91
"4086","Indiana",1983,3,9,4.767,-0.312,0,7.25
"4087","Indiana",1983,3,10,3.02,-0.955,3.33488285531303,8.1
"4088","Indiana",1983,3,11,2.359,-0.418,0,8.58
"4089","Indiana",1983,3,12,6.242,-3.507,0,18.97
"4090","Indiana",1983,3,13,11.61,-4.674,0,18.32
"4091","Indiana",1983,3,14,12.23,2.254,0,16.02
"4092","Indiana",1983,3,15,13.534,-0.892,0,19.17
"4093","Indiana",1983,3,16,14.916,1.975,0,19.62
"4094","Indiana",1983,3,17,16.568,2.395,0,17.49
"4095","Indiana",1983,3,18,13.512,7.724,20.8418995143802,1.74
"4096","Indiana",1983,3,19,7.808,1.859,5.66650674136326,10.15
"4097","Indiana",1983,3,20,6.298,-0.049,15.4886115995509,3.46
"4098","Indiana",1983,3,21,0.528,-4.939,18.4119120202695,16.08
"4099","Indiana",1983,3,22,-5.122,-10.992,0,23.03
"4100","Indiana",1983,3,23,-0.725,-14.382,0,22.41
"4101","Indiana",1983,3,24,-3.037,-13.368,0,22.25
"4102","Indiana",1983,3,25,2.161,-12.319,0,22.21
"4103","Indiana",1983,3,26,8.564,-1.916,0,12.75
"4104","Indiana",1983,3,27,11.31,5.561,12.1072190009386,11.88
"4105","Indiana",1983,3,28,6.927,0.87,3.05109321925556,6.49
"4106","Indiana",1983,3,29,7.218,-3.158,0,20.47
"4107","Indiana",1983,3,30,8.159,0.233,0,10.71
"4108","Indiana",1983,3,31,10.105,-0.766,0,11.16
"4109","Indiana",1983,4,1,13.425,4.842,10.0027115548755,8.07
"4110","Indiana",1983,4,2,10.09,7.601,39.2507076505808,4.02
"4111","Indiana",1983,4,3,8.994,4.152,1.82415843005401,10.13
"4112","Indiana",1983,4,4,10.346,0.83,0,14.45
"4113","Indiana",1983,4,5,14.494,3.679,2.53726983652314,11.43
"4114","Indiana",1983,4,6,16.299,9.946,2.65194292910564,5.82
"4115","Indiana",1983,4,7,14.475,5.552,4.40981003449181,18.54
"4116","Indiana",1983,4,8,12.975,1.915,0,22.22
"4117","Indiana",1983,4,9,12.087,5.201,17.2924597729889,6.37
"4118","Indiana",1983,4,10,9.618,3.88,4.81730437104488,13.76
"4119","Indiana",1983,4,11,9.741,4.143,1.01261619926163,11.26
"4120","Indiana",1983,4,12,16.061,0.438,0,19.98
"4121","Indiana",1983,4,13,19.156,10.496,9.63300022340263,12.65
"4122","Indiana",1983,4,14,15.11,8.2,13.2863968610764,12.14
"4123","Indiana",1983,4,15,7.662,1.67,0,11.6
"4124","Indiana",1983,4,16,10.911,-2.555,0,25.18
"4125","Indiana",1983,4,17,8.531,-0.383,2.12832093228599,19.94
"4126","Indiana",1983,4,18,3.462,-4.445,0,20.39
"4127","Indiana",1983,4,19,5.547,-4.834,0,20.46
"4128","Indiana",1983,4,20,9.75,-4.524,0,22.29
"4129","Indiana",1983,4,21,14.695,1.405,0,24.03
"4130","Indiana",1983,4,22,17.593,3.474,0,21.01
"4131","Indiana",1983,4,23,18.093,3.652,0,18.1
"4132","Indiana",1983,4,24,13.435,5.199,0,24.93
"4133","Indiana",1983,4,25,18.298,0.511,0,27.07
"4134","Indiana",1983,4,26,21.997,4.568,0,26.26
"4135","Indiana",1983,4,27,24.597,13.978,0,22.35
"4136","Indiana",1983,4,28,20.953,12.742,17.9489016531988,11.88
"4137","Indiana",1983,4,29,17.01,6.37,2.42998003949424,9.92
"4138","Indiana",1983,4,30,18.031,12.528,19.1709458828768,8.61
"4139","Indiana",1983,5,1,18.594,10.753,17.7099049091289,3.36
"4140","Indiana",1983,5,2,20.647,16.89,23.3582139014743,24.52
"4141","Indiana",1983,5,3,15.851,8.638,3.91364097595215,12.3
"4142","Indiana",1983,5,4,19.621,3.59,0,25.83
"4143","Indiana",1983,5,5,17.343,3.455,0,27.15
"4144","Indiana",1983,5,6,23.603,10.226,0,22.24
"4145","Indiana",1983,5,7,22.204,16.376,11.0011339187572,12.86
"4146","Indiana",1983,5,8,17.315,6.501,1.5279293060253,27.09
"4147","Indiana",1983,5,9,15.434,0.289,0,28.93
"4148","Indiana",1983,5,10,19.058,4.319,0,28.94
"4149","Indiana",1983,5,11,23.607,6.716,0,28.13
"4150","Indiana",1983,5,12,23.329,13.53,2.05332636778621,17.41
"4151","Indiana",1983,5,13,24.038,16.058,5.96473813074994,13.42
"4152","Indiana",1983,5,14,21.774,17.131,23.8286972045785,6.36
"4153","Indiana",1983,5,15,17.123,9.353,2.16231488246876,15.21
"4154","Indiana",1983,5,16,16.136,3.916,0,25.94
"4155","Indiana",1983,5,17,17.71,6.105,0,21.9
"4156","Indiana",1983,5,18,19.77,10.502,0,13.55
"4157","Indiana",1983,5,19,21.791,14.729,18.0939170121519,19.03
"4158","Indiana",1983,5,20,20.895,12.135,0,20.02
"4159","Indiana",1983,5,21,22.627,9.911,0,20.7
"4160","Indiana",1983,5,22,22.221,16.807,20.1039135460519,15.07
"4161","Indiana",1983,5,23,20.692,12.566,0,22.51
"4162","Indiana",1983,5,24,22.271,8.202,0,29.14
"4163","Indiana",1983,5,25,20.032,12.769,7.91174173355103,17.81
"4164","Indiana",1983,5,26,15.967,3.556,0,27.08
"4165","Indiana",1983,5,27,18.634,4.668,2.03415751457214,22.28
"4166","Indiana",1983,5,28,18.177,11.824,6.09505474557182,8.5
"4167","Indiana",1983,5,29,20.786,14.801,4.41895723332664,25.17
"4168","Indiana",1983,5,30,16.074,9.317,0,15.47
"4169","Indiana",1983,5,31,16.07,9.515,1.52398049830893,19.79
"4170","Indiana",1983,6,1,18.42,8.025,0,21.3
"4171","Indiana",1983,6,2,19.784,11.165,0,14.01
"4172","Indiana",1983,6,3,19.272,14.272,15.3579413891975,4.66
"4173","Indiana",1983,6,4,22.847,13.93,0,27.69
"4174","Indiana",1983,6,5,24.192,14.931,3.74093949790222,21.43
"4175","Indiana",1983,6,6,19.217,13.03,19.7868898835054,15.96
"4176","Indiana",1983,6,7,23.358,9.546,0,29.8
"4177","Indiana",1983,6,8,24.667,10.202,0,29.53
"4178","Indiana",1983,6,9,25.701,13.29,0,26.67
"4179","Indiana",1983,6,10,27.218,15.278,0,26.91
"4180","Indiana",1983,6,11,27.601,15.383,0,24.36
"4181","Indiana",1983,6,12,27.831,16.496,0,25.34
"4182","Indiana",1983,6,13,28.923,17.78,0,27.67
"4183","Indiana",1983,6,14,28.59,17.875,0,29.03
"4184","Indiana",1983,6,15,26.122,18.07,7.45730400088362,26.66
"4185","Indiana",1983,6,16,27.317,14.342,0,27.19
"4186","Indiana",1983,6,17,26.948,16.476,0,28.48
"4187","Indiana",1983,6,18,27.451,16.688,2.20097899426719,25.25
"4188","Indiana",1983,6,19,26.11,18.485,3.31040024752838,18.23
"4189","Indiana",1983,6,20,27.488,17.834,0,22.83
"4190","Indiana",1983,6,21,28.634,18.084,0,28.76
"4191","Indiana",1983,6,22,28.611,17.07,0,29.91
"4192","Indiana",1983,6,23,30.757,17.492,0,29.1
"4193","Indiana",1983,6,24,31.205,19.899,0,28.97
"4194","Indiana",1983,6,25,30.834,17.324,0,29.27
"4195","Indiana",1983,6,26,32.19,20.454,0,27.01
"4196","Indiana",1983,6,27,29.966,23.053,3.78655195271449,17.01
"4197","Indiana",1983,6,28,28.341,20.964,18.407413363434,17.49
"4198","Indiana",1983,6,29,26.571,19.897,12.8283978511945,11.89
"4199","Indiana",1983,6,30,28.003,20.984,7.97684788706832,19.67
"4200","Indiana",1983,7,1,30.83,21.612,0,23.64
"4201","Indiana",1983,7,2,31.171,23.408,2.49950885768158,27.25
"4202","Indiana",1983,7,3,29.426,23.165,0,22.38
"4203","Indiana",1983,7,4,27.515,24.296,4.72647547712768,14.26
"4204","Indiana",1983,7,5,24.824,15.838,0,24.88
"4205","Indiana",1983,7,6,21.281,10.506,0,29.9
"4206","Indiana",1983,7,7,24.019,10.182,0,29.36
"4207","Indiana",1983,7,8,27.02,13.58,0,29.25
"4208","Indiana",1983,7,9,29.649,16.912,0,24.78
"4209","Indiana",1983,7,10,29.289,18.869,0,22.73
"4210","Indiana",1983,7,11,31.633,20.525,0,26.78
"4211","Indiana",1983,7,12,31.494,22.749,0,24.33
"4212","Indiana",1983,7,13,31.082,18.62,0,28.05
"4213","Indiana",1983,7,14,32.084,20.803,0,23.25
"4214","Indiana",1983,7,15,32.425,21.713,0,24
"4215","Indiana",1983,7,16,31.197,22.071,0,24.61
"4216","Indiana",1983,7,17,31.199,22.858,1.16061066574957,22.81
"4217","Indiana",1983,7,18,32.047,22.53,7.72298201544075,23.39
"4218","Indiana",1983,7,19,32.08,22.618,3.47110629081726,21.88
"4219","Indiana",1983,7,20,35.314,23.876,0,24.85
"4220","Indiana",1983,7,21,35.947,25.736,0,27.26
"4221","Indiana",1983,7,22,36.407,26.233,1.28974914550284,24.86
"4222","Indiana",1983,7,23,33.45,26.057,5.57231307014305,20.47
"4223","Indiana",1983,7,24,29.571,22.459,3.78057360649109,24.67
"4224","Indiana",1983,7,25,27.356,19.64,1.08572840690613,22.56
"4225","Indiana",1983,7,26,28.978,17.625,0,27.05
"4226","Indiana",1983,7,27,31.618,18.29,0,24.69
"4227","Indiana",1983,7,28,34.239,22.023,0,24.85
"4228","Indiana",1983,7,29,34.047,26.224,0,22.76
"4229","Indiana",1983,7,30,31.375,23.102,20.4816222190516,11.11
"4230","Indiana",1983,7,31,29.791,21.612,20.2942144880147,17.6
"4231","Indiana",1983,8,1,27.353,19.13,0,26.39
"4232","Indiana",1983,8,2,27.646,16.507,0,26.24
"4233","Indiana",1983,8,3,30.406,17.949,0,26.68
"4234","Indiana",1983,8,4,29.35,22.637,3.59182059759178,16.65
"4235","Indiana",1983,8,5,29.878,21.164,2.53970009646309,20.26
"4236","Indiana",1983,8,6,29.604,20.429,0,22.68
"4237","Indiana",1983,8,7,29.995,19.795,0,23.22
"4238","Indiana",1983,8,8,32.228,19.983,0,26.38
"4239","Indiana",1983,8,9,30.403,22.156,0,26.26
"4240","Indiana",1983,8,10,31.002,17.147,0,25.43
"4241","Indiana",1983,8,11,29.303,21.828,9.69059467297484,19.08
"4242","Indiana",1983,8,12,24.99,15.47,0,26.26
"4243","Indiana",1983,8,13,26.093,13.706,0,25.54
"4244","Indiana",1983,8,14,27.273,14.629,0,23.3
"4245","Indiana",1983,8,15,29.708,16.051,0,24.92
"4246","Indiana",1983,8,16,31.523,17.39,0,25.32
"4247","Indiana",1983,8,17,33.289,22.301,0,17.45
"4248","Indiana",1983,8,18,32.33,23.539,11.9454336571039,22.23
"4249","Indiana",1983,8,19,34.946,23.533,0,22.39
"4250","Indiana",1983,8,20,34.256,25.184,0,22.96
"4251","Indiana",1983,8,21,34.921,22.954,0,21.7
"4252","Indiana",1983,8,22,32.092,24.949,1.21332406996544,19.65
"4253","Indiana",1983,8,23,29.245,21.707,0,15.65
"4254","Indiana",1983,8,24,31.293,20.934,0,20.74
"4255","Indiana",1983,8,25,32.37,21.197,0,19.94
"4256","Indiana",1983,8,26,30.88,22.726,7.91143469018607,11.64
"4257","Indiana",1983,8,27,29.936,22.343,12.5959366559982,14.3
"4258","Indiana",1983,8,28,29.913,21.656,7.3973685503006,19.69
"4259","Indiana",1983,8,29,30.82,18.048,0,23.28
"4260","Indiana",1983,8,30,30.263,19.836,0,16.17
"4261","Indiana",1983,8,31,27.493,19.906,5.0861127049302,19.94
"4262","Indiana",1983,9,1,27.984,17.896,0,23.02
"4263","Indiana",1983,9,2,28.313,16.405,0,22.44
"4264","Indiana",1983,9,3,29.532,16.366,0,22.87
"4265","Indiana",1983,9,4,30.095,18.57,0,19.56
"4266","Indiana",1983,9,5,31.352,22.332,0,19.64
"4267","Indiana",1983,9,6,31.058,22.518,11.4536017179034,18.03
"4268","Indiana",1983,9,7,25.851,14.695,11.9812263048402,22.58
"4269","Indiana",1983,9,8,28.148,13.104,0,22.48
"4270","Indiana",1983,9,9,32.427,18.368,0,20.85
"4271","Indiana",1983,9,10,32.244,22.061,0,19.37
"4272","Indiana",1983,9,11,29.728,20.394,2.50684320923256,14.02
"4273","Indiana",1983,9,12,25.756,15.485,0,14.82
"4274","Indiana",1983,9,13,23.682,16.792,0,14.6
"4275","Indiana",1983,9,14,20.852,11.169,0,16.68
"4276","Indiana",1983,9,15,19.691,11.997,1.06951427306967,10.26
"4277","Indiana",1983,9,16,21.416,14.997,10.3147204430911,11.6
"4278","Indiana",1983,9,17,24.362,11.021,0,18.72
"4279","Indiana",1983,9,18,31.25,21.06,0,18.31
"4280","Indiana",1983,9,19,30.588,22.429,0,18.2
"4281","Indiana",1983,9,20,28.106,14.39,8.61619549976922,11.54
"4282","Indiana",1983,9,21,13.032,6.874,11.1515838675587,14.34
"4283","Indiana",1983,9,22,13.221,4.926,0,13.95
"4284","Indiana",1983,9,23,13.409,3.66,0,16.14
"4285","Indiana",1983,9,24,17.97,3.758,0,20.01
"4286","Indiana",1983,9,25,19.434,10.475,0,8.95
"4287","Indiana",1983,9,26,21.05,13.36,3.17147672166129,10.74
"4288","Indiana",1983,9,27,24.687,14.32,0,14.31
"4289","Indiana",1983,9,28,25.666,13.541,0,18.33
"4290","Indiana",1983,9,29,26.509,12.139,0,18.3
"4291","Indiana",1983,9,30,25.528,12.356,0,18.31
"4292","Indiana",1983,10,1,24.692,9.312,0,18.58
"4293","Indiana",1983,10,2,28.707,12.839,0,17.58
"4294","Indiana",1983,10,3,28.505,19.179,0,15.97
"4295","Indiana",1983,10,4,26.247,19.403,0,7.95
"4296","Indiana",1983,10,5,20.784,14.136,0,12.74
"4297","Indiana",1983,10,6,19.933,11.803,0,17.74
"4298","Indiana",1983,10,7,23.506,8.846,0,16.98
"4299","Indiana",1983,10,8,19.342,14.907,2.6698100373892,6.38
"4300","Indiana",1983,10,9,16.758,10.009,0,12.67
"4301","Indiana",1983,10,10,18.522,7.52,0,10.77
"4302","Indiana",1983,10,11,23.755,12.955,0,13.33
"4303","Indiana",1983,10,12,20.228,8.489,5.89796900749207,1.79
"4304","Indiana",1983,10,13,11.971,6.421,9.54604148859062,9.56
"4305","Indiana",1983,10,14,15.086,2.67,2.12233066548606,16.01
"4306","Indiana",1983,10,15,21.484,7.174,0,15.15
"4307","Indiana",1983,10,16,19.953,10.42,2.19060778607627,10.52
"4308","Indiana",1983,10,17,16.766,8.823,0,12.74
"4309","Indiana",1983,10,18,15.73,9.088,0,11.59
"4310","Indiana",1983,10,19,13.96,7.666,1.0562062259396,5.2
"4311","Indiana",1983,10,20,10.281,8.149,26.5246233534526,0.89
"4312","Indiana",1983,10,21,13.535,9.486,3.74919474114677,3.26
"4313","Indiana",1983,10,22,16.666,11.628,30.2866876126018,1.73
"4314","Indiana",1983,10,23,15.213,11.962,2.13252902030447,3.75
"4315","Indiana",1983,10,24,13.559,10.903,1.31328701968414,2.54
"4316","Indiana",1983,10,25,13.302,9.336,0,7.77
"4317","Indiana",1983,10,26,13.823,3.531,0,13.22
"4318","Indiana",1983,10,27,14.8,1.249,0,13.49
"4319","Indiana",1983,10,28,20.786,11.437,0,12.85
"4320","Indiana",1983,10,29,17.302,5.972,0,12.38
"4321","Indiana",1983,10,30,12.822,4.679,0,10.45
"4322","Indiana",1983,10,31,14.658,5.662,1.41057372093201,7.36
"4323","Indiana",1983,11,1,20.882,10.661,0,10.37
"4324","Indiana",1983,11,2,17.177,14.326,11.5589290856519,1.48
"4325","Indiana",1983,11,3,15.996,9.154,0,3.49
"4326","Indiana",1983,11,4,8.496,-0.543,0,13.06
"4327","Indiana",1983,11,5,11.624,-0.774,0,12.58
"4328","Indiana",1983,11,6,13.116,-0.302,0,11.43
"4329","Indiana",1983,11,7,14.871,7.561,0,8.03
"4330","Indiana",1983,11,8,16.886,5.877,0,11.41
"4331","Indiana",1983,11,9,18.457,7.573,0,8.19
"4332","Indiana",1983,11,10,15.051,11.283,21.1399020340686,2.59
"4333","Indiana",1983,11,11,10.426,2.613,4.56501841534873,6.15
"4334","Indiana",1983,11,12,3.953,-2.248,0,6.72
"4335","Indiana",1983,11,13,4.958,0.01,0,10.09
"4336","Indiana",1983,11,14,10.727,-0.594,0,9.01
"4337","Indiana",1983,11,15,8.943,5.947,5.13452589507324,3.2
"4338","Indiana",1983,11,16,6.704,3.493,3.66415381421348,4.99
"4339","Indiana",1983,11,17,6.051,0.327,0,8.31
"4340","Indiana",1983,11,18,13.243,2.656,0,5.79
"4341","Indiana",1983,11,19,18.328,11.092,3.19038095079804,5.78
"4342","Indiana",1983,11,20,17.227,8.249,20.0842767953873,3.87
"4343","Indiana",1983,11,21,14.329,5.68,0,9.87
"4344","Indiana",1983,11,22,14.157,6.25,0,5.55
"4345","Indiana",1983,11,23,18.157,12.864,23.1291741133077,1.39
"4346","Indiana",1983,11,24,6.728,-0.585,0,9.35
"4347","Indiana",1983,11,25,9.213,-2.052,0,9.97
"4348","Indiana",1983,11,26,11.941,4.606,0,9.15
"4349","Indiana",1983,11,27,8.262,4.745,13.382163023266,1.47
"4350","Indiana",1983,11,28,9.753,3.124,13.3032828568389,4.94
"4351","Indiana",1983,11,29,2.599,-0.458,0,4.28
"4352","Indiana",1983,11,30,-0.165,-4.571,0,9.4
"4353","Indiana",1983,12,1,-1.894,-5.596,0,7.93
"4354","Indiana",1983,12,2,1.018,-4.427,3.16172838131479,2.15
"4355","Indiana",1983,12,3,1.476,-2.192,0,6.39
"4356","Indiana",1983,12,4,3.161,0.122,14.4822239874998,2.63
"4357","Indiana",1983,12,5,7.323,1.718,0,3.36
"4358","Indiana",1983,12,6,6.337,-2.03,17.5254314902418,2.31
"4359","Indiana",1983,12,7,1.002,-7.265,0,7.16
"4360","Indiana",1983,12,8,-1.591,-4.64,4.4012855287292,5.46
"4361","Indiana",1983,12,9,2.172,-4.57,0,6.56
"4362","Indiana",1983,12,10,2.516,-4.735,0,5.52
"4363","Indiana",1983,12,11,8.352,1.323,21.9817310570534,0.98
"4364","Indiana",1983,12,12,8.467,2.094,0,3.25
"4365","Indiana",1983,12,13,5.349,0.647,0,2.95
"4366","Indiana",1983,12,14,5.391,0.308,11.5397264429689,1.86
"4367","Indiana",1983,12,15,0.355,-4.243,1.04494988909209,4.17
"4368","Indiana",1983,12,16,-1.792,-7.31,0,5.61
"4369","Indiana",1983,12,17,-5.385,-8.865,0,7.89
"4370","Indiana",1983,12,18,-7.698,-12.396,2.2160202264736,5.13
"4371","Indiana",1983,12,19,-11.086,-20.558,0,6.6
"4372","Indiana",1983,12,20,-5.219,-13.413,0,9.07
"4373","Indiana",1983,12,21,0.08,-7.717,10.2018713951111,2.61
"4374","Indiana",1983,12,22,-1.664,-22.439,5.44931009572736,9.48
"4375","Indiana",1983,12,23,-20.378,-26.364,0,7.22
"4376","Indiana",1983,12,24,-21.839,-30.539,0,9.45
"4377","Indiana",1983,12,25,-22.465,-27.204,0,9.58
"4378","Indiana",1983,12,26,-14.211,-25.317,0,9.23
"4379","Indiana",1983,12,27,-7.558,-13.702,0,5.42
"4380","Indiana",1983,12,28,-6.493,-9.19,4.93002533903564,5.47
"4381","Indiana",1983,12,29,-9.818,-22.623,0,9.78
"4382","Indiana",1983,12,30,-17.424,-26.392,0,9.85
"4383","Indiana",1983,12,31,-7.056,-17.777,0,6.88
"4384","Indiana",1984,1,1,-3.362,-7.659,0,5.39
"4385","Indiana",1984,1,2,-2.551,-9.496,0,8.26
"4386","Indiana",1984,1,3,-0.562,-5.986,0,7.8
"4387","Indiana",1984,1,4,1.539,-0.729,0,6.75
"4388","Indiana",1984,1,5,2.425,-7.744,0,5.88
"4389","Indiana",1984,1,6,2.227,-0.283,0,5.04
"4390","Indiana",1984,1,7,1.374,-7.651,0,7.29
"4391","Indiana",1984,1,8,-0.254,-3.877,0,9.32
"4392","Indiana",1984,1,9,-0.285,-7.012,3.13453674306174,2.76
"4393","Indiana",1984,1,10,-2.674,-8.578,0,8.23
"4394","Indiana",1984,1,11,-8.306,-17.221,0,9.33
"4395","Indiana",1984,1,12,-4.695,-12.489,0,9.02
"4396","Indiana",1984,1,13,-0.36,-7.22,0,4.38
"4397","Indiana",1984,1,14,-2.319,-6.225,0,5.5
"4398","Indiana",1984,1,15,-5.402,-10.99,0,8.31
"4399","Indiana",1984,1,16,-4.335,-12.496,0,8.08
"4400","Indiana",1984,1,17,-5.029,-9.513,0,6.85
"4401","Indiana",1984,1,18,-10.044,-13.963,1.32645368574913,8.55
"4402","Indiana",1984,1,19,-9.804,-23.45,0,10.78
"4403","Indiana",1984,1,20,-11.241,-21.842,0,11.38
